DATE,Samsung Price,Samsung Vol,Kospi Price,Kospi Vol,KRX Price,KRX Vol 
2020-06-24,52900,24519552,"2,161.51","913,896","2,621.31","26,585,381"
2020-06-25,51900,18541624,"2,112.37","1,017,721","2,555.79","15,358,695"
2020-06-26,53300,21575360,"2,134.65","761,044","2,595.15","18,801,541"
2020-06-29,52400,17776925,"2,093.48","643,156","2,541.84","13,638,235"
2020-06-30,52800,21157172,"2,108.33","708,605","2,586.79","24,378,862"
2020-07-01,52600,16706143,"2,106.70","1,116,221","2,581.46","41,134,854"
2020-07-02,52900,14142583,"2,135.37","1,091,965","2,594.96","17,735,637"
2020-07-03,53600,11887868,"2,152.41","770,055","2,633.88","32,934,133"
2020-07-06,55000,19856623,"2,187.93","666,902","2,683.97","42,284,755"
2020-07-07,53400,30760032,"2,164.17","847,434","2,664.17","24,281,318"
2020-07-08,53000,19664652,"2,158.88","677,810","2,652.99","18,246,697"
2020-07-09,52800,17054850,"2,167.90","619,368","2,672.94","19,055,366"
2020-07-10,52700,13714746,"2,150.25","886,987","2,686.39","31,072,401"
2020-07-13,53400,12240188,"2,186.06","650,231","2,695.44","16,148,551"
2020-07-14,53800,14269484,"2,183.61","810,952","2,684.16","17,413,796"
2020-07-15,54700,24051450,"2,201.88","830,266","2,721.40","27,791,144"
2020-07-16,53800,16779127,"2,183.76","784,637","2,659.10","18,333,769"
2020-07-17,54400,10096174,"2,201.19","569,297","2,697.99","24,542,292"
2020-07-20,54200,10507530,"2,198.20","686,819","2,687.86","31,062,816"
2020-07-21,55300,18297260,"2,228.83","918,483","2,727.04","33,168,778"
2020-07-22,54700,12885057,"2,228.66","856,218","2,726.48","30,886,512"
2020-07-23,54100,16214932,"2,216.19","934,542","2,741.90","35,496,490"
2020-07-24,54200,10994535,"2,200.44","1,001,025","2,722.87","26,981,380"
2020-07-27,55600,21054421,"2,217.86","928,625","2,789.06","56,124,611"
2020-07-28,58600,48431566,"2,256.99","866,726","2,858.78","57,076,958"
2020-07-29,59000,36476611,"2,263.16","899,494","2,881.24","45,621,225"
2020-07-30,59000,19285354,"2,267.01","713,039","2,934.25","47,289,398"
2020-07-31,57900,21943345,"2,249.37","739,689","2,875.76","45,497,238"
2020-08-03,56800,21158940,"2,251.04","648,462","2,890.92","35,383,150"
2020-08-04,57300,19419694,"2,279.97","722,906","2,892.73","30,394,329"
2020-08-05,56900,17739706,"2,311.86","841,299","2,919.78","32,046,792"
2020-08-06,58000,21625874,"2,342.61","797,147","2,914.64","26,121,161"
2020-08-07,57500,18751717,"2,351.67","812,595","2,900.82","30,327,883"
2020-08-10,57800,17774291,"2,386.38","784,617","2,892.62","29,934,106"
2020-08-11,58200,24907912,"2,418.67","843,438","2,865.16","22,499,630"
2020-08-12,59000,18573934,"2,432.35","763,735","2,833.86","31,316,348"
2020-08-13,58700,22089460,"2,437.53","907,219","2,851.47","31,930,654"
2020-08-14,58000,15672548,"2,407.49","968,125","2,817.31","23,124,274"
2020-08-18,58400,25307825,"2,348.24","909,750","2,705.27","27,237,146"
2020-08-19,57800,16930719,"2,360.54","637,965","2,765.63","25,726,136"
2020-08-20,55400,30386029,"2,274.22","903,744","2,600.19","33,556,450"
2020-08-21,55900,21142288,"2,304.59","865,736","2,635.00","27,135,834"
2020-08-24,56100,15055896,"2,329.83","649,277","2,681.10","19,693,559"
2020-08-25,56400,14021705,"2,366.73","771,585","2,730.89","18,144,601"
2020-08-26,56400,17651593,"2,369.32","956,478","2,713.51","16,473,907"
2020-08-27,55600,16196568,"2,344.45","913,917","2,669.13","15,865,350"
2020-08-28,55400,14619888,"2,353.80","1,297,312","2,684.02","15,026,824"
2020-08-31,54000,32671367,"2,326.17","1,647,818","2,687.46","15,473,181"
2020-09-01,54200,19363117,"2,349.55","1,085,245","2,715.40","24,957,746"
2020-09-02,54400,16905723,"2,364.37","1,429,273","2,746.24","19,847,257"
2020-09-03,56400,28384920,"2,395.90","981,546","2,813.50","31,024,936"
2020-09-04,55600,22139109,"2,368.25","1,351,039","2,746.95","23,146,101"
2020-09-07,56500,18685880,"2,384.22","1,197,385","2,780.33","31,039,092"
2020-09-08,58700,31517520,"2,401.91","979,357","2,824.08","45,588,848"
2020-09-09,58400,30597399,"2,375.81","946,247","2,810.71","29,527,558"
2020-09-10,59200,29923293,"2,396.48","1,064,574","2,838.84","67,848,308"
2020-09-11,59000,16017098,"2,396.69","882,880","2,842.65","32,784,289"
2020-09-14,60400,20648281,"2,427.91","963,083","2,881.08","32,559,023"
2020-09-15,61000,17877075,"2,443.58","849,969","2,892.10","33,014,299"
2020-09-16,61000,17041444,"2,435.92","772,938","2,841.60","25,748,717"
2020-09-17,59500,25108356,"2,406.17","853,740","2,818.18","31,222,800"
2020-09-18,59300,18884571,"2,412.40","756,517","2,850.44","25,377,772"
2020-09-21,59200,15140387,"2,389.39","1,041,993","2,789.56","24,952,473"
2020-09-22,58200,20830381,"2,332.59","1,051,028","2,695.00","26,476,591"
2020-09-23,58600,20111398,"2,333.24","735,042","2,760.48","30,186,814"
2020-09-24,57800,17564020,"2,272.70","714,881","2,681.25","28,178,206"
2020-09-25,57900,11444683,"2,278.79","697,962","2,660.35","18,655,075"
2020-09-28,58200,12614080,"2,308.08","605,977","2,747.80","22,397,124"
2020-09-29,58200,15503563,"2,327.89","646,218","2,771.95","34,060,703"
2020-10-05,58700,20228289,"2,358.00","763,618","2,771.48","19,011,447"
2020-10-06,59000,14463826,"2,365.90","861,755","2,776.39","21,654,150"
2020-10-07,59900,14861838,"2,386.94","737,994","2,789.23","16,083,424"
2020-10-08,59700,24589924,"2,391.96","961,726","2,768.94","19,406,657"
2020-10-12,60400,16145837,"2,403.73","843,574","2,791.63","18,370,693"
2020-10-13,60900,19247631,"2,403.15","724,920","2,824.25","31,042,926"
2020-10-14,60900,16086716,"2,380.48","901,177","2,768.97","21,368,969"
2020-10-15,60000,17756232,"2,361.21","1,165,501","2,733.07","20,520,349"
2020-10-16,59500,16554190,"2,341.53","920,205","2,696.08","17,393,747"
2020-10-19,60000,14474985,"2,346.74","931,645","2,669.87","27,770,066"
2020-10-20,60900,19326115,"2,358.41","874,293","2,682.30","23,068,032"
2020-10-21,60900,15703443,"2,370.86","812,837","2,685.43","15,439,164"
2020-10-22,60100,14294095,"2,355.05","815,612","2,619.06","14,802,938"
2020-10-23,60200,9322232,"2,360.81","890,385","2,589.25","14,311,554"
2020-10-26,60400,13268226,"2,343.91","822,268","2,502.22","17,937,143"
2020-10-27,59800,17260416,"2,330.84","666,942","2,514.49","19,837,381"
2020-10-28,59000,14428882,"2,345.26","705,770","2,592.86","31,745,988"
2020-10-29,58100,22636966,"2,326.67","509,768","2,633.25","19,133,869"
2020-10-30,56600,26907844,"2,267.15","795,585","2,562.01","19,295,198"
2020-11-02,57400,20489076,"2,300.16","678,501","2,576.86","12,496,295"
2020-11-03,58800,14950919,"2,343.31","887,445","2,635.14","14,998,690"
2020-11-04,58500,21718561,"2,357.32","986,786","2,700.01","24,497,812"
2020-11-05,60300,20639475,"2,413.79","702,037","2,752.88","22,915,524"
2020-11-06,60100,16910230,"2,416.50","825,569","2,725.38","19,057,950"
2020-11-09,60200,15892961,"2,447.20","1,354,863","2,742.39","17,565,246"
2020-11-10,60200,19073552,"2,452.83","1,464,168","2,721.70","16,190,385"
2020-11-11,61300,25628510,"2,485.87","1,272,039","2,713.16","15,379,581"
2020-11-12,61000,19800573,"2,475.62","1,278,692","2,722.05","18,646,054"
2020-11-13,63200,31508829,"2,493.87","1,072,383","2,760.63","16,441,713"
2020-11-16,66300,36354334,"2,543.03","1,239,135","2,909.06","45,964,388"
2020-11-17,65700,30204089,"2,539.15","1,267,495","2,875.71","26,490,454"
2020-11-18,64800,22963790,"2,545.64","923,504","2,878.96","18,284,100"
2020-11-19,64600,16590290,"2,547.42","976,483","2,927.80","23,397,931"
2020-11-20,64700,15068682,"2,553.50","1,129,501","2,933.75","27,266,596"
2020-11-23,67500,27134398,"2,602.59","1,649,443","2,968.20","24,749,261"
2020-11-24,67700,32158235,"2,617.76","1,364,506","2,959.60","27,591,399"
2020-11-25,66600,32447065,"2,601.54","1,410,105","2,917.67","33,950,770"
2020-11-26,68000,19023323,"2,625.91","1,387,435","2,969.86","25,021,186"
2020-11-27,68200,14063434,"2,633.45","1,196,042","2,981.51","21,944,485"
2020-11-30,66700,43811016,"2,591.34","1,311,831","2,952.98","22,996,166"
2020-12-01,67800,22327173,"2,634.25","1,151,129","2,951.04","22,396,168"
2020-12-02,69500,29703942,"2,675.90","1,076,204","3,045.57","46,998,969"
2020-12-03,69700,23677989,"2,696.22","817,066","3,046.01","30,944,888"
2020-12-04,71500,28130533,"2,731.45","1,778,897","3,077.91","29,169,878"
2020-12-07,72900,28490496,"2,745.44","1,499,265","3,096.89","22,784,346"
2020-12-08,71700,25000338,"2,700.93","1,415,240","3,082.13","29,757,182"
2020-12-09,73900,24077996,"2,755.47","1,252,305","3,132.68","22,726,157"
2020-12-10,72900,39882928,"2,746.46","1,227,651","3,129.06","28,487,452"
2020-12-11,73400,18486672,"2,770.06","1,215,239","3,122.52","19,598,554"
2020-12-14,73800,21510415,"2,762.20","1,113,631","3,108.76","17,421,172"
2020-12-15,73800,20863671,"2,756.82","1,093,523","3,145.71","31,549,385"
2020-12-16,73800,17512081,"2,771.79","1,166,638","3,188.89","30,940,579"
2020-12-17,73300,24293214,"2,770.43","1,015,484","3,260.12","36,092,301"
2020-12-18,73000,17613029,"2,772.18","1,059,144","3,224.84","22,705,041"
2020-12-21,73000,20367355,"2,778.65","1,139,514","3,209.88","25,186,923"
2020-12-22,72300,16304910,"2,733.68","1,260,762","3,128.00","32,475,171"
2020-12-23,73900,19411326,"2,759.82","1,121,347","3,186.88","28,050,988"
2020-12-24,77800,32502870,"2,806.86","1,030,890","3,251.46","42,193,191"
2020-12-28,78700,40085044,"2,808.60","1,006,250","3,292.90","37,835,310"
2020-12-29,78300,30339449,"2,820.51","1,046,839","3,338.64","33,014,696"
2020-12-30,81000,29417421,"2,873.47","1,074,033","3,432.62","58,215,312"
2021-01-04,83000,38655276,"2,944.45","1,026,510","3,526.35","45,432,206"
2021-01-05,83900,35335669,"2,990.57","1,519,912","3,555.88","39,698,469"
2021-01-06,82200,42089013,"2,968.21","1,793,419","3,554.07","51,502,460"
2021-01-07,82900,32644642,"3,031.68","1,524,655","3,601.41","54,040,503"
2021-01-08,88800,59013307,"3,152.18","1,297,903","3,640.44","44,717,085"
2021-01-11,91000,90306177,"3,148.45","1,712,526","3,622.74","59,984,700"
2021-01-12,90600,48682416,"3,125.95","1,390,618","3,621.49","45,583,431"
2021-01-13,89700,36068848,"3,148.29","1,578,042","3,640.30","30,441,259"
2021-01-14,89700,26393970,"3,149.93","1,233,183","3,622.30","34,677,935"
2021-01-15,88000,33431809,"3,085.90","1,331,079","3,624.04","47,259,390"
2021-01-18,85000,43227951,"3,013.93","1,472,049","3,629.01","38,166,671"
2021-01-19,87000,39895044,"3,092.66","1,353,312","3,684.29","36,295,885"
2021-01-20,87200,25211127,"3,114.55","1,192,695","3,831.61","47,326,300"
2021-01-21,88100,25318011,"3,160.84","1,360,065","3,848.03","33,584,879"
2021-01-22,86800,30861661,"3,140.63","1,111,223","3,770.97","38,155,327"
2021-01-25,89400,27258534,"3,208.99","1,093,653","3,874.53","65,543,474"
2021-01-26,86700,33178936,"3,140.31","873,024","3,834.38","158,867,618"
2021-01-27,85600,26423070,"3,122.56","924,582","3,770.88","102,060,441"
2021-01-28,83700,31859808,"3,069.05","1,310,455","3,656.85","77,234,684"
2021-01-29,82000,39615978,"2,976.21","995,071","3,542.93","63,766,667"
2021-02-01,83000,28046832,"3,056.53","969,262","3,633.69","41,037,549"
2021-02-02,84400,26302077,"3,096.81","887,314","3,680.53","46,338,400"
2021-02-03,84600,22112205,"3,129.68","901,789","3,700.35","29,643,762"
2021-02-04,82500,24171688,"3,087.55","1,460,946","3,628.70","29,198,238"
2021-02-05,83500,18036835,"3,120.63","1,193,487","3,650.64","27,326,562"
2021-02-08,83000,15338765,"3,091.24","1,277,207","3,615.92","20,810,573"
2021-02-09,82700,20898332,"3,084.67","2,145,388","3,629.40","27,594,187"
2021-02-10,81600,23025766,"3,100.58","2,152,917","3,636.16","20,382,386"
2021-02-15,84200,23529706,"3,147.00","1,604,653","3,822.00","144,632,357"
2021-02-16,84900,20483100,"3,163.25","1,944,396","3,868.27","105,882,948"
2021-02-17,83200,18307735,"3,133.73","1,784,127","3,839.85","86,743,025"
2021-02-18,82100,21327683,"3,086.66","1,860,567","3,733.69","39,242,793"
2021-02-19,82600,25880879,"3,107.62","3,455,505","3,804.63","66,892,049"
2021-02-22,82200,25419886,"3,079.75","1,831,956","3,757.31","35,399,512"
2021-02-23,82000,20587314,"3,070.09","2,357,759","3,708.62","36,237,909"
2021-02-24,82000,26807651,"2,994.98","1,560,931","3,603.90","49,939,500"
2021-02-25,85300,34155986,"3,099.69","1,280,086","3,777.07","49,276,905"
2021-02-26,82500,38520800,"3,012.95","1,361,310","3,673.51","31,899,368"
2021-03-02,83600,33498180,"3,043.87","1,749,871","3,720.59","35,394,501"
2021-03-03,84000,19882132,"3,082.99","2,236,688","3,759.57","23,710,182"
2021-03-04,82400,24348331,"3,043.49","1,278,952","3,682.95","22,541,892"
2021-03-05,82100,20508971,"3,026.26","1,187,226","3,635.93","26,193,144"
2021-03-08,82000,17641256,"2,996.11","1,928,302","3,539.89","20,116,496"
2021-03-09,81400,25420764,"2,976.12","1,534,218","3,504.34","30,033,063"
2021-03-10,80900,20038422,"2,958.12","905,647","3,453.74","20,702,445"
2021-03-11,82000,23818297,"3,013.70","1,349,204","3,563.12","21,358,577"
2021-03-12,82800,13530573,"3,054.39","1,669,085","3,627.43","19,318,562"
2021-03-15,81800,13735798,"3,045.71","1,161,784","3,598.90","14,631,850"
2021-03-16,82800,12293537,"3,067.17","1,123,922","3,740.72","17,912,927"
2021-03-17,82300,11625146,"3,047.50","814,991","3,749.34","16,446,389"
2021-03-18,82900,18585244,"3,066.01","1,232,596","3,781.28","19,654,859"
2021-03-19,81900,15869700,"3,039.53","1,068,468","3,754.28","17,549,058"
2021-03-22,82000,12670506,"3,035.46","915,739","3,778.10","16,102,363"
2021-03-23,81800,13299907,"3,004.74","1,331,210","3,723.36","17,771,358"
2021-03-24,81000,17926638,"2,996.35","978,431","3,763.35","21,456,721"
2021-03-25,81200,14758826,"3,008.33","940,354","3,739.03","20,156,555"
2021-03-26,81500,12845778,"3,041.01","1,036,383","3,743.64","16,420,481"
2021-03-29,81600,14952134,"3,036.04","1,288,846","3,699.71","17,192,806"
2021-03-30,82200,13121698,"3,070.00","1,023,075","3,746.64","12,629,687"
2021-03-31,81400,17240518,"3,061.42","1,146,989","3,721.59","13,728,511"
2021-04-01,82900,18676461,"3,087.40","922,680","3,860.09","29,890,432"
2021-04-02,84800,22997538,"3,112.80","792,705","3,903.25","35,134,904"
2021-04-05,85400,16255990,"3,120.83","1,084,792","3,979.41","28,338,021"
2021-04-06,86000,19042023,"3,127.08","1,279,017","3,969.47","22,372,954"
2021-04-07,85600,17885538,"3,137.41","1,984,774","3,952.37","15,013,745"
2021-04-08,84700,19244259,"3,143.26","1,357,293","3,956.24","20,063,830"
2021-04-09,83600,18193707,"3,131.88","1,823,162","3,936.82","16,046,399"
2021-04-12,83200,12915282,"3,135.59","1,048,783","3,934.44","15,867,192"
2021-04-13,84000,15238206,"3,169.08","1,741,348","3,975.71","28,978,605"
2021-04-14,84000,13794652,"3,182.38","1,776,265","3,939.55","20,886,594"
2021-04-15,84100,16377412,"3,194.33","1,312,992","3,956.68","19,789,490"
2021-04-16,83900,15429522,"3,198.62","985,278","3,997.23","19,425,872"
2021-04-19,83300,15287311,"3,198.84","1,060,619","4,128.87","101,748,667"
2021-04-20,83900,15521965,"3,220.70","1,296,160","4,146.24","35,160,696"
2021-04-21,82600,21636079,"3,171.66","1,767,091","4,088.88","36,357,545"
2021-04-22,82400,13934746,"3,177.52","1,752,692","4,108.04","26,673,942"
2021-04-23,82800,17805080,"3,186.10","2,253,793","4,125.17","23,211,646"
2021-04-26,83500,15489938,"3,217.53","1,298,330","4,138.65","23,450,718"
2021-04-27,82900,12941533,"3,215.42","1,534,230","4,126.21","20,630,209"
2021-04-28,82100,15596759,"3,181.47","1,412,621","3,953.86","29,727,335"
2021-04-29,81700,20000973,"3,174.07","1,222,430","3,902.59","22,854,178"
2021-04-30,81500,18673197,"3,147.86","1,359,455","3,872.42","19,441,738"
2021-05-03,81700,15710336,"3,127.20","1,041,199","3,852.24","19,861,668"
2021-05-04,82600,12532550,"3,147.37","1,283,830","3,870.59","20,327,698"
2021-05-06,82300,17047511,"3,178.74","1,239,403","3,832.74","19,682,896"
2021-05-07,81900,14154882,"3,197.20","989,680","3,841.40","15,080,811"
2021-05-10,83200,19385027,"3,249.30","1,011,267","3,878.08","18,526,677"
2021-05-11,81200,28996680,"3,209.43","1,096,718","3,741.20","28,534,628"
2021-05-12,80000,35812268,"3,161.66","1,424,059","3,703.73","22,765,740"
2021-05-13,78500,31490096,"3,122.11","1,095,948","3,605.73","27,482,674"
2021-05-14,80100,16450920,"3,153.32","836,404","3,722.75","21,306,633"
2021-05-17,79600,17740855,"3,134.52","771,306","3,683.17","19,399,501"
2021-05-18,79600,17494407,"3,173.05","786,143","3,740.24","16,437,111"
2021-05-20,79500,16541828,"3,162.28","774,252","3,800.72","20,962,239"
2021-05-21,80100,20961714,"3,156.42","797,262","3,801.24","18,267,624"
2021-05-24,79700,13398666,"3,144.30","587,968","3,694.26","15,483,637"
2021-05-25,79900,13628942,"3,171.32","612,977","3,737.97","12,488,621"
2021-05-26,79800,11984359,"3,168.43","1,269,999","3,734.71","12,398,627"
2021-05-27,79600,23198510,"3,165.51","1,082,006","3,783.94","17,008,744"
2021-05-28,80100,12360199,"3,188.73","966,368","3,775.97","10,552,345"
2021-05-31,80500,13321324,"3,203.92","1,123,525","3,780.31","11,873,980"
2021-06-01,80600,14058401,"3,221.87","1,472,571","3,813.15","11,446,661"
2021-06-02,80800,16414644,"3,224.23","1,495,671","3,802.40","14,455,643"
2021-06-03,82800,29546007,"3,247.43","1,584,799","3,902.71","31,038,058"
2021-06-04,82200,18112259,"3,240.08","1,392,320","3,865.46","14,580,166"
2021-06-07,81900,16496197,"3,252.12","1,733,348","3,857.56","14,446,986"
2021-06-08,81900,12781226,"3,247.83","1,951,319","3,821.30","13,401,991"
2021-06-09,81100,14908823,"3,216.18","1,964,923","3,746.45","16,204,062"
2021-06-10,81000,17586995,"3,224.64","1,896,766","3,766.53","15,099,984"
2021-06-11,81000,14087962,"3,249.32","1,645,509","3,805.10","13,355,838"
2021-06-14,80500,10550078,"3,252.13","1,664,527","3,787.15","8,893,986"
2021-06-15,80900,10075685,"3,258.63","1,734,497","3,804.93","11,603,693"
2021-06-16,81800,14999855,"3,278.68","2,345,811","3,826.85","10,341,767"
2021-06-17,80900,14007385,"3,264.96","1,848,671","3,849.77","12,968,165"
2021-06-18,80500,14916721,"3,267.93","1,627,658","3,864.54","18,565,328"
2021-06-21,79900,16063340,"3,240.79","1,508,634","3,802.18","15,220,208"
2021-06-22,80000,11773365,"3,263.88","1,666,697","3,811.85","13,369,417"
2021-06-23,80100,13856548,"3,276.19","1,069,175","3,829.08","16,718,815"
2021-06-24,81200,18771080,"3,286.10","1,301,271","3,841.06","16,869,469"
2021-06-25,81600,13481405,"3,302.84","1,198,188","3,896.49","14,955,385"
2021-06-28,81900,11578529,"3,301.89","1,428,764","3,888.51","13,685,181"
2021-06-29,81000,15744317,"3,286.68","1,213,047","3,908.84","14,361,990"
2021-06-30,80700,13288643,"3,296.68","1,610,376","3,963.97","20,024,932"
2021-07-01,80100,13382882,"3,282.06","1,159,231","3,933.83","14,881,521"
2021-07-02,80000,8753097,"3,281.78","1,019,998","3,896.27","16,916,994"
2021-07-05,80400,8330969,"3,293.21","850,406","3,930.17","15,221,761"
2021-07-06,81200,12131651,"3,305.21","1,029,465","3,948.75","21,716,976"
2021-07-07,80800,15992202,"3,285.34","1,147,641","3,931.00","16,533,783"
2021-07-08,79900,16660998,"3,252.68","1,516,034","3,864.96","16,936,888"
2021-07-09,79400,22720577,"3,217.95","1,308,365","3,827.84","20,599,959"
2021-07-12,79700,9768108,"3,246.47","1,135,043","3,851.51","13,508,035"
2021-07-13,79800,9863450,"3,271.38","1,150,101","3,895.67","12,876,411"
2021-07-14,79500,11575636,"3,264.81","908,954","3,890.72","12,770,641"
2021-07-15,80600,13766279,"3,286.22","1,172,431","3,957.14","20,952,405"
2021-07-16,79800,10859399,"3,276.91","1,066,507","3,896.64","14,984,736"
2021-07-19,79000,13155414,"3,244.04","1,095,559","3,894.59","17,757,318"
2021-07-20,79000,12456646,"3,232.70","979,670","3,872.75","17,862,851"
2021-07-21,78500,12355296,"3,215.91","990,327","3,864.97","13,316,116"
2021-07-22,79700,12618790,"3,250.21","712,983","3,971.37","30,509,393"
2021-07-23,79300,9098910,"3,254.42","805,048","3,960.73","15,982,560"
2021-07-26,78800,10040975,"3,224.95","826,067","3,929.89","14,558,144"
2021-07-27,78500,11427693,"3,232.53","991,939","3,929.77","15,828,384"
2021-07-28,79200,12743417,"3,236.86","868,603","3,866.75","18,600,998"
2021-07-29,79000,14360453,"3,242.65","694,823","3,863.18","11,331,528"
2021-07-30,78500,13823411,"3,202.32","687,861","3,825.50","12,442,321"
2021-08-02,79300,11739124,"3,223.04","561,003","3,905.20","16,300,818"
2021-08-03,81400,24339360,"3,237.14","653,513","3,977.58","21,489,444"
2021-08-04,82900,25642368,"3,280.38","632,242","3,994.22","20,432,051"
2021-08-05,82100,18485469,"3,276.13","680,941","4,016.69","22,102,111"
2021-08-06,81500,13342623,"3,270.36","941,361","4,001.72","16,804,144"
2021-08-09,81500,15522581,"3,260.42","707,654","4,021.32","23,634,612"
2021-08-10,80200,20362639,"3,243.19","730,349","3,951.18","23,457,896"
2021-08-11,78500,30241137,"3,220.62","618,093","3,805.93","35,383,864"
2021-08-12,77000,42365223,"3,208.38","643,283","3,738.06","37,650,145"
2021-08-13,74400,61270643,"3,171.29","696,468","3,675.22","35,499,902"
2021-08-17,74200,30944847,"3,143.09","690,842","3,638.52","23,200,911"
2021-08-18,73900,29192631,"3,158.93","622,792","3,688.89","20,455,512"
2021-08-19,73100,22166298,"3,097.83","655,629","3,573.15","21,319,816"
2021-08-20,72700,22364803,"3,060.51","672,088","3,533.22","19,886,433"
2021-08-23,73300,19384648,"3,090.21","570,980","3,579.17","14,245,189"
2021-08-24,75600,21016913,"3,138.30","586,535","3,681.26","17,179,019"
2021-08-25,75700,22319664,"3,146.81","624,688","3,665.71","18,457,192"
2021-08-26,74600,16671494,"3,128.53","727,719","3,682.05","17,630,677"
2021-08-27,74300,15172748,"3,133.90","520,669","3,668.77","13,883,792"
2021-08-30,74600,12686999,"3,144.19","602,858","3,671.93","11,604,090"
2021-08-31,76700,24630370,"3,199.27","661,221","3,716.53","14,973,041"
2021-09-01,76800,16114775,"3,207.02","746,705","3,735.08","14,263,434"
2021-09-02,76000,15347486,"3,175.85","757,860","3,696.08","10,477,454"
2021-09-03,76600,12096419,"3,201.06","641,510","3,723.78","13,663,714"
2021-09-06,77300,12861180,"3,203.33","726,190","3,715.77","12,139,876"
2021-09-07,76100,13239401,"3,187.42","760,160","3,673.92","13,676,748"
2021-09-08,76300,11798147,"3,162.99","859,889","3,658.35","13,286,743"
2021-09-09,75300,17600770,"3,114.70","927,369","3,592.51","15,362,239"
2021-09-10,75300,10103212,"3,125.76","723,085","3,627.89","15,232,894"
2021-09-13,76300,11397775,"3,127.86","732,270","3,593.77","14,557,687"
2021-09-14,76600,18167057,"3,148.83","713,227","3,637.79","12,098,038"
2021-09-15,77000,12829128,"3,153.40","616,557","3,630.63","18,975,176"
2021-09-16,76100,13067622,"3,130.09","612,873","3,575.20","18,067,046"
2021-09-17,77200,16289502,"3,140.51","589,244","3,641.29","21,065,132"
2021-09-23,77400,17055590,"3,127.58","623,841","3,577.79","14,853,616"
2021-09-24,77300,12247274,"3,125.24","753,222","3,552.60","16,074,798"
2021-09-27,77700,11699798,"3,133.64","883,229","3,535.66","49,281,780"
2021-09-28,76300,15406382,"3,097.92","894,913","3,442.61","21,571,352"
2021-09-29,74100,23992458,"3,060.27","821,558","3,373.47","42,325,983"
2021-09-30,74100,19919361,"3,068.82","885,819","3,392.34","19,098,408"
2021-10-01,73200,15803395,"3,019.18","855,482","3,314.20","21,605,405"
2021-10-05,72200,24013921,"2,962.17","840,557","3,265.89","20,342,153"
2021-10-06,71300,18956962,"2,908.31","901,722","3,180.42","21,540,233"
2021-10-07,71600,13683532,"2,959.46","595,382","3,258.66","18,576,994"
2021-10-08,71500,14043287,"2,956.30","668,947","3,194.99","16,593,429"
2021-10-12,69000,31001484,"2,916.38","660,181","3,155.13","15,111,417"
2021-10-13,68800,24172015,"2,944.41","752,132","3,158.64","12,400,168"
2021-10-14,69400,19520641,"2,988.64","617,170","3,254.11","16,440,392"
2021-10-15,70100,18051612,"3,015.06","857,798","3,333.47","21,027,548"
2021-10-18,70200,13486391,"3,006.68","926,369","3,341.99","14,462,547"
2021-10-19,70600,9507991,"3,029.04","845,704","3,350.03","12,293,111"
2021-10-20,70300,10151638,"3,013.13","680,327","3,327.84","12,341,318"
2021-10-21,70200,10891094,"3,007.33","887,370","3,295.76","37,192,564"
2021-10-22,70400,8395448,"3,006.16","695,273","3,316.01","12,342,885"
2021-10-25,70200,10029621,"3,020.54","791,796","3,340.17","11,861,053"
2021-10-26,71100,10528252,"3,049.08","564,560","3,403.60","16,554,153"
2021-10-27,70100,10295316,"3,025.49","607,875","3,388.44","16,574,865"
2021-10-28,70700,20644902,"3,009.55","617,257","3,507.52","31,326,454"
2021-10-29,69800,17016151,"2,970.68","545,834","3,451.55","24,482,949"
2021-11-01,69900,11503729,"2,978.94","475,382","3,478.49","14,608,245"
2021-11-02,71500,16812570,"3,013.49","525,853","3,511.31","27,482,181"
2021-11-03,70400,12770428,"2,975.71","658,648","3,461.84","16,030,863"
2021-11-04,70600,11818987,"2,983.22","772,024","3,472.60","14,727,231"
2021-11-05,70200,12667743,"2,969.27","688,028","3,495.51","24,556,372"
2021-11-08,70600,11121981,"2,960.20","560,205","3,481.55","16,807,196"
2021-11-09,70500,11159589,"2,962.46","708,773","3,489.22","17,560,234"
2021-11-10,70200,9422009,"2,930.17","570,932","3,417.32","16,097,776"
2021-11-11,69900,11489122,"2,924.92","572,859","3,416.20","17,034,338"
2021-11-12,70600,10087450,"2,968.80","665,733","3,488.53","18,793,088"
2021-11-15,71400,12420710,"2,999.52","639,396","3,616.38","41,102,258"
2021-11-16,71300,10919239,"2,997.21","579,646","3,619.30","29,660,350"
2021-11-17,70700,11027606,"2,962.42","541,490","3,609.27","22,758,481"
2021-11-18,70200,10144957,"2,947.38","541,653","3,607.34","17,606,289"
2021-11-19,71200,11954728,"2,971.02","657,094","3,734.22","30,792,903"
2021-11-22,74900,27506623,"3,013.25","530,959","3,896.42","74,122,650"
2021-11-23,75300,22029195,"2,997.33","524,233","3,858.41","31,058,615"
2021-11-24,74800,15652305,"2,994.29","556,640","3,800.48","33,471,460"
2021-11-25,73700,12559258,"2,980.27","595,970","3,744.74","19,201,920"
2021-11-26,72300,13002242,"2,936.44","595,598","3,689.43","24,833,578"
2021-11-29,72300,16682559,"2,909.32","844,400","3,649.78","23,057,724"
2021-11-30,71300,30364841,"2,839.01","983,556","3,562.01","37,493,569"
2021-12-01,74400,21954856,"2,899.72","563,927","3,669.80","25,470,397"
2021-12-02,75800,23652940,"2,945.27","534,462","3,787.09","43,365,697"
